"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"MemoryTeacher: Memory Fusion and CARF for Semi-supervised Pest Region Detection","J. Zhou; J. Zhang; J. Chu; H. Huang; Y. Sun","University of Science and Technology of China, Hefei, China; Hefei Institutes of Physical Science, Chinese Academy of Sciences, Hefei, China; School of Electronic and Information Engineering, Anhui Jianzhu University, Hefei, Anhui, China; School of Electronic and Information Engineering, Anhui Jianzhu University, Hefei, Anhui, China; Hefei Institutes of Physical Science, Chinese Academy of Sciences, Hefei, China",2024 7th International Conference on Advanced Algorithms and Control Engineering (ICAACE),"18 Jun 2024","2024","","","1505","1508","With the rapid progress of object detection, intelligent and effective crop pest region detection becomes possible. However, supervised learning-based object detection relies significantly on a large amount of labeled data, which presents challenges in real-world applications. Meanwhile, using vision technology to accurately detect insect infested regions is challenging due to their dense distribution and small target. To overcome these obstacles, in this paper, we put forward an innovative semi-supervised pest region detection framework, MemoryTeacher. The framework that successfully reduces the problems of instability in detection results over multiple iterations. Furthermore, for insect infested regions, missed detection is caused by small size, low resolution, and limited information, we provided a Lightweight feature upsampling operation Content-Aware Reassembly of Features(CARF) module to gather more useful information throughout a vast receptive field. The outcomes of the experiments show that MemoryTeacher performs well on various SSOD evaluation index. our semi-supervised method with ResNet-50 backbone achieves 58.0 mAP given only 20% of annotated corn-borer data, which surpasses previous baselines based on pseudo label method by about 3.2 mAP. Additionally, compared with supervised object detection methods, the enhanced model achieves about 75% effectiveness with only 20% of the training set. This approach provides technological references and theoretical studies for semi-surprised pest region detection.","","979-8-3503-6144-5","10.1109/ICAACE61206.2024.10549614","National Key Research and Development Program of China(grant numbers:2021YFD200060102); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10549614","Semi-supervised pest region detection;Memory fusion;CARF;MemoryTeacher","Training;Fluctuations;Control engineering;Insects;Crops;Object detection;Feature extraction","","","","10","IEEE","18 Jun 2024","1-3 March 2024","1-3 March 2024","IEEE","IEEE Conferences"
"A Discriminative Pest Detection Method Based on Low-Rank Representation","Y. Wang; Y. Zhang; Y. Shi; B. Yin","Beijing Key Laboratory of Multimedia and Intelligent Software Technology, Beijing University of Technology, Beijing, China; Beijing Transportation Information Center, Beijing, China; Beijing Key Laboratory of Multimedia and Intelligent Software Technology, Beijing University of Technology, Beijing, China; College of Computer Science and Technology, DaLian University of Technology, Dalian, China",2018 7th International Conference on Digital Home (ICDH),"7 Feb 2019","2018","","","89","95","Traditional manual detection method of crop pests is a quite tedious work with low efficiency, which brings great inconvenience to the control and removal of crop pests at early stage. In recently years, computer vision becomes a critical and promising technique for pest detection. However, limited to the shape and size of the pest and other issues, the perforance of these methods are not so effective and accurate. In order to improve the detection accuracy, we propose a discriminative method for pest detection on leaves based on low-rank representation and sparsity. By utilizing the lowrank characteristics of natural images, the sparsity of the noise image and the prior knowledge of color information of the crop pest images, our method decomposes the original image into low-rank image and sparse noise image, which contains all pests on the leaf. After that, the crop pests with leaf can be separate from the background and counted effectively. The experimental results show that our method can detect pests on leaf conveniently. This is of great significance for future pest judgment and management.","","978-1-5386-9497-8","10.1109/ICDH.2018.00024","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8634696","pest detection, computer vision, low-rank representation, sparse noise","Image color analysis;Agriculture;Sparse matrices;Computer vision;Matrix decomposition;Mathematical model;Manuals","","","","30","IEEE","7 Feb 2019","30 Nov.-1 Dec. 2018","30 Nov.-1 Dec. 2018","IEEE","IEEE Conferences"
"Image Classification Method of Longhorn Beetles of Yunnan Based on Bagging and CNN","W. Deng; Q. Xu; J. Liu; Y. Lu; M. Fan; X. Liu","School of Big Data and Intelligent Engineering, Southwest Forestry University, Kunming, China; School of Big Data and Intelligent Engineering, Southwest Forestry University, Kunming, China; School of Big Data and Intelligent Engineering, Southwest Forestry University, Kunming, China; School of Big Data and Intelligent Engineering, Southwest Forestry University, Kunming, China; School of Big Data and Intelligent Engineering, Southwest Forestry University, Kunming, China; Luoping County Plant Protection Station, Qujing, China",2022 5th International Conference on Pattern Recognition and Artificial Intelligence (PRAI),"4 Oct 2022","2022","","","198","203","The classification study of beetles is of great significance for biodiversity conservation and utilization, agricultural and forestry pest control and other work. In the traditional classification method of beetles, there are problems such as single dimension of extracted features, insufficient feature information, insufficient model accuracy and model generalization, and difficulty in practical application. In order to solve the current problems encountered, this paper proposes an image classification model of Longhorn Beetles of Yunnan based on Bagging and CNN. The model is based on the data set extracted by Gabor filter, constructs LHB-CNN, AlexNet, Xception, InceptionV3, MobileNetV2 to obtain the base classification model. Second, the base model is ensembled through the Bagging ensemble strategy. The experimental results show that the classification model based on Bagging and CNN achieves 99.38% classification accuracy. Compared with the five models of LHB-CNN, AlexNet, Xception, InceptionV3 and MobileNetV2, this method has higher accuracy and precision, and experiments have proved the advantages and better robustness of this method. Therefore, the image recognition model based on Bagging and CNN can effectively classify the images of Longhorn Beetles of Yunnan, and provide certain support for the prevention and control of Longhorn Beetles of Yunnan.","","978-1-6654-9916-3","10.1109/PRAI55851.2022.9904155","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9904155","longhorn beetles of Yunnan;bagging;image classification;convolutional neural network","Biological system modeling;Neural networks;Pest control;Feature extraction;Robustness;Data models;Convolutional neural networks","","2","","26","IEEE","4 Oct 2022","19-21 Aug. 2022","19-21 Aug. 2022","IEEE","IEEE Conferences"
"Agricultural pest detection algorithm based on attention mechanism","X. Fan; Y. Wang; J. Liu; Z. Yin; Z. Yang","School of Communications and Electronics, Jiangxi Science and Technology Normal University, Nanchang, China; School of Communications and Electronics, Jiangxi Science and Technology Normal University, Nanchang, China; School of Communications and Electronics, Jiangxi Science and Technology Normal University, Nanchang, China; School of Communications and Electronics, Jiangxi Science and Technology Normal University, Nanchang, China; School of Communications and Electronics, Jiangxi Science and Technology Normal University, Nanchang, China",2022 IEEE 22nd International Conference on Communication Technology (ICCT),"27 Mar 2023","2022","","","1709","1713","Recently, the Yolov5s algorithm in agricultural pest detection is often compromised by upsampling of information, resulting in the loss of detailed information in small target features. To solve this problem, an algorithm for agricultural pest detection in natural environment based on attenuation factors is proposed in this paper. The backbone of Yolov5s was used as a backbone network, and the attention mechanism SE was added to the bottleneck structure of the network to solve the problems such as the disappearance of the gradient in the training process and improve the detection accuracy of small targets. Experimental results show that the MAP0.5 and MAP0.5:0.95 of the improved Yolov5s in IP102 reach 58.76% and 35.53%, respectively. Compared with the original algorithm, the MAP0.5 and MAP0.5:0.95 is improved by 0.83% and 0.4%, respectively.","2576-7828","978-1-6654-7067-4","10.1109/ICCT56141.2022.10072957","National Natural Science Foundation of China(grant numbers:62061019); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10072957","Yolov5s;SE attention mechanism;Small target feature","Training;Feature extraction;Attenuation;Communications technology;Data mining;Detection algorithms","","1","","21","IEEE","27 Mar 2023","11-14 Nov. 2022","11-14 Nov. 2022","IEEE","IEEE Conferences"
"An Enhanced and Lightweight YOLOv8-Based Model for Accurate Rice Pest Detection","G. Liu; J. Di; Q. Wang; Y. Zhao; Y. Yang","College of Information Engineering, Hebei University of Architecture, Zhangjiakou, China; College of Information Engineering, Hebei University of Architecture, Zhangjiakou, China; College of Information Engineering, Hebei University of Architecture, Zhangjiakou, China; College of Artificial Intelligence, Beijing Normal University, Beijing, China; College of Information Engineering, Hebei University of Architecture, Zhangjiakou, China",IEEE Access,"29 May 2025","2025","13","","91046","91064","Accurate pest identification is crucial for ensuring both high quality and high yield in rice production. This paper proposes RicePest-YOLO, a practical and generalizable model designed for agricultural pest detection, based on structural optimization and lightweight strategies applied to the YOLOv8 architecture. The model is specifically tailored to address the challenges of rice pest images, such as small insect size, complex backgrounds, and high inter-class similarity. In particular, it integrates ODConv and the BiFPN structure into the backbone and neck of YOLOv8n, enhancing the model’s ability to extract features from rice pest images. Subsequently, the Shape-IoU loss function is employed to enhance the model’s sensitivity and precision in target recognition. Furthermore, to facilitate the deployment of the new algorithm on embedded terminal devices, we applied Layer Adaptive Magnitude Pruning and Knowledge Distillation techniques for a lightweight model. The effectiveness of the proposed model was evaluated on common rice pest datasets. Experimental results demonstrate that the proposed model outperforms YOLOv8n, achieving an mAP@0.5 of 94.3%, and an mAP@0.5:0.95 of 67.3%, with 2.7% improvement in mAP@0.5 and 1.2% improvement in mAP@0.5:0.95. Comparison experiments with state-of-the-art models further demonstrated the proposed approach’s superiority. The model’s generalization and robustness were tested on the Pests dataset and the Paddy Rice Pest dataset. Results indicated a 2.6% and 3.0% improvement in mAP@0.5, and a 2.8% and 4.0% increase in mAP@0.5:0.95, respectively. Additionally, Experimental results show that the lightweight version of RicePest-YOLO reduced parameters by 48.1% and GFLOPs by 50%, with only a marginal decrease of 0.4% in mAP@0.5. The results validate that the proposed model is not only effective and efficient but also robust and lightweight, making it a promising solution for rice pest detection and offering valuable support for pest management in precision agriculture.","2169-3536","","10.1109/ACCESS.2025.3569819","Higher Education Scientific Research Project of Hebei Province(grant numbers:QN2025322); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11003895","Rice pest detection;feature extraction;YOLOV8n;loss function;model compression","Feature extraction;Accuracy;Diseases;Adaptation models;YOLO;Real-time systems;Computational modeling;Classification algorithms;Deep learning;Convolutional neural networks","","17","","38","CCBY","14 May 2025","2025","","IEEE","IEEE Journals"
"Comparing Six Computer Vision Techniques for Rice Pest Recognition in the Field","C. G. Harris; I. P. Andika; Y. A. Trisyono","Department of Mathematical Science, University of Northern Colorado, Greeley, CO, USA; Fakultas Teknobiologi, Universitas Atma Jaya, Yogyakarta, Indonesia; Department of Plant Protection, Universitas Gadjah Mada, Yogyakarta, Indonesia",2023 7th IEEE Congress on Information Science and Technology (CiSt),"5 Feb 2024","2023","","","160","165","The brown planthopper (BPH) is an agricultural pest that causes up to ten percent reduction in annual rice crop yields across a wide range of countries, from Pakistan to Japan. Identifying agricultural pests using computer vision techniques has recently gained attention as a research area. However, most studies evaluate these pests under artificial conditions, which limits their external validity. In this paper, we utilize six computer vision algorithms (BRIEF, HOG, LBP, SIFT, SURF, and ORB) to identify BPH from field photos. We evaluate each algorithm’s precision, recall, and accuracy and aim to demonstrate the feasibility and effectiveness of the best methods for designing, implementing, and applying pest identification.","2327-1884","978-1-6654-6133-7","10.1109/CiSt56084.2023.10409935","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10409935","computer vision;ORB;BRIEF;HOG;LBP;SIFT;SURF;pest detection;pest identification.","Computer vision;Information science","","","","19","IEEE","5 Feb 2024","16-22 Dec. 2023","16-22 Dec. 2023","IEEE","IEEE Conferences"
"Design and Implementation of Wheat Disease and Pest Identification and Auxiliary Decision-making System Based on Improved YOLOv8","Z. Jin; S. T. C. Hooi; N. H. Bakar; U. Ihsan; P. Narputro","Taylors University, Kuala Lumpur, Malaysia; Taylors University, Kuala Lumpur, Malaysia; Taylors University, Kuala Lumpur, Malaysia; Taylors University, Kuala Lumpur, Malaysia; Nusa Putra University, Indonesia",2025 International Conference on Metaverse and Current Trends in Computing (ICMCTC),"17 Oct 2025","2025","","","1","12","In recent years, crop pest and disease precision agriculture and efficient farmland management has been widely used convolutional neural networks (CNNs) based detection technology, enabling real-time monitoring of the health status of wheat in the field and thus effectively preventing and controlling the spread of diseases. This study proposes a wheat pest and disease identification and auxiliary decision-making system based on an improved YOLOv8 network. Integrating the EfficientViT backbone network with the dilation-wise residual (DWR) attention module is anticipated to markedly enhance the precision and efficacy of small target pest and disease identification. The EfficientViT backbone network integrates an efficient Transformer self-attention mechanism with lightweight convolutional operations, aimed at improving the network’s feature extraction capabilities and global semantic comprehension in intricate agricultural contexts. The DWR module, through a two-step method of region residualization and semantic residualization, will effectively capture multi-scale contextual information, optimize the feature fusion process, and improve the ability to recognize subtle pest characteristics. The enhanced YOLOv8 network is anticipated to markedly surpass several performance metrics relative to the original model, while concurrently preserving a high real-time detection velocity, thereby fulfilling the requirements for efficient and precise detection in agricultural output. To verify this conjecture, I designed ablation experiments and horizontal comparison experiments. The results of the experiments will verify how much the proposed improvement plan has improved the recall rate and mAP @ 0.5 compared to the baseline model. has improved. This will fully verify its advantages in detecting small targets in complex environments. The system is expected to provide some solid theoretical foundation for the development of an expert system for farmland, while also providing strong support for guiding scientific decision-making in agricultural production. It has important theoretical and practical application value.","","979-8-3315-3821-7","10.1109/ICMCTC62214.2025.11196735","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11196735","Wheat diseases;YOLOv8;EfficientViT;Residual module;Multi-scale feature extraction","Precision agriculture;Accuracy;Computational modeling;Semantics;Decision making;Production;Feature extraction;Transformers;Real-time systems;Diseases","","","","24","IEEE","17 Oct 2025","10-11 April 2025","10-11 April 2025","IEEE","IEEE Conferences"
"PestGPT: Leveraging Large Language Models and IoT for Timely and Customized Recommendation Generation in Sustainable Pest Management","Z. Yuan; K. Liu; R. Peng; S. Li; D. Leybourne; N. Musa; H. Huang; P. Yang","University of Sheffield, United Kingdom; Hong Kong Polytechnic University, Hong Kong; University of Sheffield, United Kingdom; University of Sheffield, United Kingdom; University of Liverpool, United Kingdom; ADAS, United Kingdom; Institute of Intelligent Machines, Chinese Academy of Sciences, China; University of Sheffield, United Kingdom",IEEE Internet of Things Magazine,"24 Dec 2024","2025","8","1","26","33","In response to the escalating food crisis caused by global population growth, precision or smart agriculture has been proposed as a promising solution to achieve efficient and sustainable agricultural production through the Internet of Things (IoT), Data Analytics, and Artificial Intelligence (AI). Although much work has been proposed and proven to be effective in practical application scenarios, such as optimised water utilisation through smart irrigation systems, numerous studies exploring agricultural pest management solutions are limited to pest monitoring and lack the integration of management recommendation generation due to the reliance on agricultural expert knowledge. With the advancement of computer technology, especially for the large language models (LLMs), the combination of IoT and LLMs provides a feasible solution to this limitation by automating the observation data analysis process of agricultural experts. Therefore, this article proposes a framework that integrates with IoT and LLMs to provide users with accurate and customised pest management recommendations based on environmental information from edge devices. In the proposed framework, LLMs incorporate an explicit expert knowledge base to mitigate hallucinations. The proposed framework is deployed in an online farm management platform and is evaluated in a real-world application scenario. After quantitative analysis and validation with real-world application scenarios, we report on the limitations and future directions of the LLMs in the agricultural sector.","2576-3199","","10.1109/IOTM.001.2400036","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10815049","","Smart agriculture;Irrigation;Data analysis;Accuracy;Statistical analysis;Large language models;Knowledge based systems;Production;Internet of Things;Monitoring;Food security;Precision agriculture;Smart agriculture;Pest control","","12","","14","IEEE","24 Dec 2024","January 2025","","IEEE","IEEE Magazines"
"Robust Image Segmentation for Crops based on the Combination of Multiple Color Index Transformation and Fuzzy Clustering","Q. Huang","Beijing Commercial Machinery Research Institute of China, Federation of Supply and Marketing Cooperatives",2021 5th International Conference on Communication and Information Systems (ICCIS),"21 Dec 2021","2021","","","139","143","Computer vision has been paid more and more attention in crop pest detection, crop growth monitoring, and weed identification, where the image segmentation technique is the core process. Many traditional methods are sensitive to the illumination variation, and lack enough robustness to the noise existing in the image. In this paper, to cover these shortages, we first propose a new color index integrating with three previous color indexes to transform the plant image from the RGB space into the gray level space. The novel color index, equipped with low sensitivity to the light changes, would enhance the green pixels and blur the background and the soil. Furthermore, the grayscale image is separated by the fuzzy c-means clustering with spatial constraints and its kernel version, in which the kernelization method can reduce the impact of outliers. Finally, experiments on three types of crop images testify the feasibility and superiority of the proposed approaches.","","978-1-6654-2216-1","10.1109/ICCIS53528.2021.9645770","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9645770","image segmentation;color index;fuzzy clustering","Image segmentation;Sensitivity;Image color analysis;Crops;Transforms;Soil;Robustness","","","","17","IEEE","21 Dec 2021","15-17 Oct. 2021","15-17 Oct. 2021","IEEE","IEEE Conferences"
"Comparative Study of Computer Vision Models for Insect Pest Identification in Complex Backgrounds","G. L. Tenório; F. F. Martins; T. M. Carvalho; A. C. Leite; K. Figueiredo; M. Vellasco; W. Caarls","Electrical Engineering Department, Pontifical Catholic University of Rio de Janeiro, Rio de Janeiro, Brazil; Electrical Engineering Department, Pontifical Catholic University of Rio de Janeiro, Rio de Janeiro, Brazil; Electrical Engineering Department, Pontifical Catholic University of Rio de Janeiro, Rio de Janeiro, Brazil; Electrical Engineering Department, Pontifical Catholic University of Rio de Janeiro, Rio de Janeiro, Brazil; Department of Informatics and Computer Science, Rio de Janeiro State University (UERJ), Rio de Janeiro, Brazil; Electrical Engineering Department, Pontifical Catholic University of Rio de Janeiro, Rio de Janeiro, Brazil; Electrical Engineering Department, Pontifical Catholic University of Rio de Janeiro, Rio de Janeiro, Brazil",2019 12th International Conference on Developments in eSystems Engineering (DeSE),"23 Apr 2020","2019","","","551","556","Agriculture is considered the economic basis of countries around the globe, and the development of new technologies contributes to the harvesting efficiency. Autonomous vehicles are used in farms for seeding, harvesting and tasks like pesticide application. However, one of the main issues of any plantation is insect pest and disease identification, essential for pest control and maintenance of healthy plants. This work presents and compares three methods for insect pest identification using computer vision: Deep Convolutional Neural Network (DCNN), as a baseline; Hierarchical Deep Convolutional Neural Network (HD-CNN), in order to improve prediction of similar classes; and Pixel-wise Semantic Segmentation Network (SegNet). They were tested for two kinds of culture, soybean and cotton. SegNet outperformed both approaches by a wide margin: the methods had respective accuracies of 70.14% DCNN, 74.70% HD-CNN and 93.30% SegNet.","2161-1351","978-1-7281-3021-7","10.1109/DeSE.2019.00106","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9073250","Pixel-wise semantic segmentation;hierarchical learning;image processing;pest identification;deep learning","Insects;Image segmentation;Task analysis;Cotton;Training;Semantics;Feature extraction","","4","","21","IEEE","23 Apr 2020","7-10 Oct. 2019","7-10 Oct. 2019","IEEE","IEEE Conferences"
"A High Accuracy Deep Learning and Iot Network for Pest Detection Using Analysis of The Pest Sound in Large Agriculture Area","M. A. Ali; A. K. Sharma; R. K. Dhanaraj","School of Computing Science and Engineering, Galgotias University, Greater Noida, U.P, India; School of Computing Science and Engineering, Galgotias University, Greater Noida, U.P, India; Symbiosis Institute of Computer Studies and Research, Symbiosis International (Deemed University), Pune, India","2023 International Conference on Advances in Computation, Communication and Information Technology (ICAICCIT)","20 Mar 2024","2023","","","588","593","The significance of agriculture in ensuring human survival in the contemporary day necessitates enhancing crop yields. Pest infestations have the potential to cause harm or hinder the growth of crops, hence exerting a negative impact on agricultural productivity. Therefore, it is imperative to initiate agricultural pest identification and management measures promptly. Pest surveillance poses significant hazards, requires extensive physical effort, and is labor-intensive. The combination of emerging AI and IoT technologies has the reliability of pest identification in agriculture. These advancements enable autonomous control of maintenance chores, leading to improved outcomes in pest management. The present work introduces an innovative technique for the real-time identification of pests by leveraging the IoT and DL algorithms. The pest identification technique DConvNet was trained using pest audio sound, preprocessed by Planck-taper filter, DPSS approach, non-overlap-add method, and features extracted by LPCC and GMM methods. This study illuminates the aspirations of the IoT and AI in pest monitoring in agricultural settings, with the benefit of minimizing the need for human involvement to maintain constant vigilance. The DConvNet system demonstrated high accuracy in automating pest identification, as evidenced by extensive agricultural field experiences. The proposed model achieved superior performance compared to KNN, ANN, VGG-16, and EfficientNet B3 in the task of pest detection, achieving an accuracy of 99.72%, recall (99.78%), and F1 score (99.86%).","","979-8-3503-4438-7","10.1109/ICAICCIT60255.2023.10466134","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10466134","Pest identification;AI;IoT;Sound analysis;DConvNet;LPCC","Economics;Surveillance;Pesticides;Feature extraction;Agriculture;Real-time systems;Reliability","","3","","30","IEEE","20 Mar 2024","23-24 Nov. 2023","23-24 Nov. 2023","IEEE","IEEE Conferences"
"A Raspberry Pi Microcontroller-based Insect Pests Detection, Counting and Logging System in Eggplants using SSD Lite MobileNetV2","R. G. Garcia; M. S. N. Bicol; A. M. E. Cababat; J. C. A. Pontigon","School of EECE, Mapúa University; School of EECE, Mapúa University; School of EECE, Mapúa University; School of EECE, Mapúa University","2021 IEEE 13th International Conference on Humanoid, Nanotechnology, Information Technology, Communication and Control, Environment, and Management (HNICEM)","16 Mar 2022","2021","","","1","6","Scouting is a good practice for monitoring the crop’s performance and the management of the insect pests present on the crop. The need to identify and control the risks of pest infestations and diseases are vital such that it affects the quality and compromises the sustainability of the crop. Hence, it is essential to keep a well-defined record for insect pest management, which includes the detection and the number of the insect pests present. To lessen the labor and provide a healthy and well-grown eggplant for the farmers, a Microcontroller system can be used to supervise the crops and the insect pests present, which will greatly benefit not only the eggplant farmers, but also all the farmers associated in the agricultural field. The inputs are captured from the device that is placed specifically in the leaves of the eggplant. The output is then logged to the system which shows the insect count. The system provides a 100% detection rate for moths (fully grown EFSB), 83.33% for aphids and 85.7% for whiteflies as per calibration. As for the gathered data, the system obtained a 90.48% detection rate. Moreover, the device is greatly suitable for insect pests monitoring especially for home set-up crops.","","978-1-6654-0167-8","10.1109/HNICEM54116.2021.9731906","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9731906","Scouting;Insect Pest Management;Microcontroller System;Recordkeeping","Microcontrollers;Insects;Crops;Real-time systems;Calibration;Spreadsheet programs;Sustainable development","","5","","12","IEEE","16 Mar 2022","28-30 Nov. 2021","28-30 Nov. 2021","IEEE","IEEE Conferences"
"Automatic Classification and Detection of Insect Pests Using Deep Transfer Learning","A. Raza; J. A. Khan; I. Ahmad; M. W. Nisar","Department of Informatics, Modeling, Electronics, and Systems (DIMES), University of Calabria, Italy; Department of Computer Science, University of Hertfordshire, Hatfield, UK; Digital Transition, Innovation, and Health Services, Leonardo da Vinci Telematic University, Chieti, Italy; Department of Computer Science, COMSATS University Islamabad, Wah Campus, Pakistan",2024 International Conference on Frontiers of Information Technology (FIT),"17 Jan 2025","2024","","","1","6","The growth of most significant field crops, including rice, wheat, maize, soybeans, and sugarcane, is inhibited by pest attacks, and numerous insect species decrease crop productivity. Additionally, manually recognizing and identifying pests takes time and effort. Therefore, early analysis and automatic detection and classification of insect pests are necessary to save crops from different insect pests. For this purpose, machine learning (ML) approaches have recently been widely used to classify and detect various insect attacks on crops. Misclassification of insect pests may lead to using the wrong pesticides, causing harm to agricultural yields and the surrounding environment. In this work, we employ nine deep learning (DL) pre-trained algorithms to record their performance in identifying, detecting, and classifying various insect attacks on crops. For this purpose, we adopted two popular ten-class crop pest datasets (small-scale and large-scale) to evaluate the different transfer learning (TL) algorithms. The TL algorithms selected for identifying and classi-fying insect pests are: XceptionNet, InceptionNetV3, GoogleNet, ResNet-50, ResNet-lOl, ShuffieNet, DarkNet-53, DenseNet201, and MobileNetV2. Our experimental results demonstrate that the XceptionNet and ResNet-50 TL algorithms performed ex-ceptionally well in identifying agricultural pests with 99.70% and 98.70 % accuracy, respectively, outperforming other TL algorithms.","2473-7569","979-8-3315-1050-3","10.1109/FIT63703.2024.10838352","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10838352","Deep Learning;Transfer Learning;Pest Classification;Agricultural Insects;Crop Protection","Productivity;Deep learning;Machine learning algorithms;Insects;Transfer learning;Crops;Pesticides;Classification algorithms;Protection;Information technology","","","","23","IEEE","17 Jan 2025","9-10 Dec. 2024","9-10 Dec. 2024","IEEE","IEEE Conferences"
"Recent Advances in Plant Diseases Detection With Machine Learning: Solution for Developing Countries","J. O. Adeola; J. Degila; M. Zennaro","Dept. Computer Science, Institut de Mathématiques et des Sciences Physiques(IMSP), Porto-Novo, Benin; Dept. Computer Science, Institut de Mathématiques et des Sciences Physiques(IMSP), Porto-Novo, Benin; Dept. Computer Science, International Center for Theoretical Physics (ICTP), Trieste, Italy",2022 IEEE International Conference on Smart Computing (SMARTCOMP),"14 Jul 2022","2022","","","374","380","The agricultural sector faces several challenges in its efforts to increase its production. One of the major challenges is diseases and insect pests that destroy plants and lead to a decrease in production. The paper addresses precision agriculture and presents the most recent related work on techniques for early detection of plant diseases and insects. Specifically, the paper presents two classes of techniques: first, The application of Image Processing Techniques associated with Machine Learning Algorithms, and second the application of deep learning, in disease detection and recognition. These techniques are discussed and compared. As they require powerful computing equipment that requires a constant power supply and a high bandwidth for their implementation, we propose a new solution more accessible to developing countries, which is based on Tiny Machine Learning (TinyMl), the emerging technology of embedded Machine Learning. Although the TinyMl is running Machine Learning on cheap and low energy devices, it can infer from the models obtained from the machine learning algorithms. The idea is to get the model after training, and then convert it into a lite model with a size that can be inserted into devices with external memory. Implementation issues are discussed.","2693-8340","978-1-6654-8152-6","10.1109/SMARTCOMP55677.2022.00083","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9821066","Machine Learning;Deep Learning;Image processing;Plant diseases and insect pest recognition;Tiny Machine Learning;embedded device","Deep learning;Machine learning algorithms;Power supplies;Insects;Biological system modeling;Computational modeling;Production","","6","","29","IEEE","14 Jul 2022","20-24 June 2022","20-24 June 2022","IEEE","IEEE Conferences"
"Agricultural Pest Super-Resolution and Identification With Attention Enhanced Residual and Dense Fusion Generative and Adversarial Network","Q. Dai; X. Cheng; Y. Qiao; Y. Zhang","School of Information and Computer, Anhui Agricultural University, Hefei, China; School of Computer Science and Engineering, Nanjing University of Science and Technology, Nanjing, China; School of Information and Computer, Anhui Agricultural University, Hefei, China; School of Information and Computer, Anhui Agricultural University, Hefei, China",IEEE Access,"13 May 2020","2020","8","","81943","81959","The growth of the most significant field crops such as rice, wheat, maize, and soybean are influenced because of various pests. And crop production is decreased due to various categories of insects. Deep learning technologies significantly increased the efficiency of identifying and controlling agricultural pests attack. However, agricultural pests images obtained are often obscure and unclear because of the sparse density of cameras deployed in the real farmland. This always makes pests difficult to recognize and monitor. Additionally, the existing classification and segmentation methods are not satisfying for the identification of low-resolution images because they are pre-trained on the clear and high-resolution datasets. Therefore, it is crucial to restore and upscale the obtained low-resolution pest images in order to improve classification accuracy and the recall rate of the instance segmentation. In this paper, we propose a generative adversarial network (GAN) with quadra-attention and residual and dense fusion mechanisms to transform low-resolution pest images. Compared with previous state-of-the-art PSNR-oriented super-resolution methods, our proposed method is more powerful in image reconstruction and achieves the state of the art performance. The experiment results show that after reconstructing with our proposed gan, the recall rate increased by 182.89% and classification accuracy also improved a lot. Besides, our proposed method could decrease the density of the camera layout in the agricultural Internet of Things (IOT) monitor systems and the cost of infrastructure, which is practical for real-world applications.","2169-3536","","10.1109/ACCESS.2020.2991552","National Key Research and Development Project of China(grant numbers:2017YFD0301303); 2019 National Undergraduate Training Programs for Innovation and Entrepreneurship(grant numbers:201910364073); Anhui Provincial Natural Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9082695","Agricultural pests;super-resolution;classification;object instance segmentation;deep learning;quadra-attention;residual and dense fusion","Agriculture;Insects;Image segmentation;Deep learning;Generative adversarial networks;Diseases","","39","","41","CCBY","30 Apr 2020","2020","","IEEE","IEEE Journals"
